HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs	Gene Family Name
HGNC:23831	CDKN2A-AS1	C9orf53	bA149I2.3	51198	NR_024274	
HGNC:24325	CDKN2AIP		FLJ20036, CARF	55602	NM_017632	
HGNC:30545	CDKN2AIPNL		MGC13017	91368	NM_080656	
HGNC:39854	CDKN2AIPNLP1			391169		
HGNC:39855	CDKN2AIPNLP2			100128579		
HGNC:39853	CDKN2AIPNLP3			100874397		
HGNC:1788	CDKN2B		P15, MTS2, INK4B, TP15, CDK4I, p15INK4b	1030	NM_004936	
HGNC:34341	CDKN2B-AS1	CDKN2BAS	ANRIL, RP11-145E5.4, NCRNA00089, p15AS, CDKN2B-AS, PCAT12	100048912	NR_003529	Long non-coding RNAs
HGNC:1789	CDKN2C		INK4C, p18	1031	NM_001262	Ankyrin repeat domain containing
HGNC:1790	CDKN2D		INK4D, p19	1032	NM_079421	Ankyrin repeat domain containing
HGNC:1791	CDKN3		KAP, CDI1	1033		CDC14 phosphatases
HGNC:1792	CDL1	CDL				
HGNC:1793	CDL2					
HGNC:1794	CDN1~withdrawn					
HGNC:24913	CDNF	ARMETL1		441549	NM_001029954	
HGNC:1795	CDO1			1036	NM_001801	
HGNC:17104	CDON		ORCAM, CDO, CDON1	50937	NM_016952	I-set domain containing|Immunoglobulin like domain containing|Fibronectin type III domain containing
HGNC:15704	CDPD1~withdrawn					
HGNC:33710	CDPF1	C22orf40	LOC150383	150383	NM_207327	
HGNC:1796	CDPX1~withdrawn					
HGNC:1797	CDPX2~withdrawn					
HGNC:1798	CDR1	CDR	CDR62A, CDR34	1038	NM_004065	
HGNC:48926	CDR1-AS		CDR1NAT, ciRS-7, CDR1as	103611090		Long non-coding RNAs
HGNC:1799	CDR2		CDR62, Yo	1039		
HGNC:29999	CDR2L		HUMPPA	30850	NM_014603	
HGNC:14379	CDRT1	FBXW10P1	HREP, SM25H2, FBXW10B	374286	NM_006382	F-box and WD repeat domain containing|WD repeat domain containing
HGNC:14381	CDRT2			94144		
HGNC:14382	CDRT3			94145		
HGNC:14383	CDRT4		FLJ36674	284040	NM_173622	
HGNC:14384	CDRT5			94148		
HGNC:14386	CDRT7		NCRNA00025, LINC00025	94150		
HGNC:14387	CDRT8			94151		
HGNC:14390	CDRT10			94153		
HGNC:14391	CDRT11			94154		
HGNC:14392	CDRT12			94155		
HGNC:14393	CDRT13			94156		
HGNC:14395	CDRT15			146822	NM_001007530	
HGNC:34075	CDRT15L2			256223	NM_001190790	
HGNC:33168	CDRT15P1	CDRT15P		94158		
HGNC:34074	CDRT15P2	CDRT15L1		644694	XM_932309	
HGNC:1800	CDS1			1040		
HGNC:1801	CDS2			8760		
HGNC:1802	CDSN		D6S586E	1041		
HGNC:1803	CDSP~withdrawn					
HGNC:24576	CDT1		DUP, RIS2	81620	NM_030928	
HGNC:26928	CDV3		H41	55573	NM_017548	
HGNC:42387	CDV3P1			100129736		
HGNC:1805	CDX1			1044	NM_001804	HOXL subclass homeoboxes
HGNC:1806	CDX2	CDX3		1045		HOXL subclass homeoboxes
HGNC:1807	CDX3~withdrawn					
HGNC:1808	CDX4			1046	NM_005193	HOXL subclass homeoboxes
HGNC:1809	CDY1		CDY1A	9085	NM_170723	
HGNC:23920	CDY1B			253175	NM_001003894	
HGNC:1810	CDY2A	CDY2		9426	NM_004825	
HGNC:23921	CDY2B		CDY	203611	NM_001001722	
HGNC:23849	CDY3P			286556	NG_003131	
HGNC:23872	CDY4P			386729	NG_003138	
HGNC:23850	CDY5P			378008	NG_003132	
HGNC:23853	CDY6P			386730	NG_003139	
HGNC:23854	CDY7P			386731	NG_003140	
HGNC:23855	CDY8P			386732	NG_003141	
HGNC:23851	CDY9P			378011	NG_003133	
HGNC:23848	CDY10P			140043	NG_003130	
HGNC:23852	CDY11P			378014	NG_003154	
HGNC:23856	CDY12P			386734	NG_003142	
HGNC:23857	CDY13P			386735	NG_003143	
HGNC:23858	CDY14P			386736	NG_003144	
HGNC:23859	CDY15P			386737	NG_003145	
HGNC:23860	CDY16P			386738	NG_003146	
HGNC:23861	CDY17P			386739	NG_003147	
HGNC:23862	CDY18P			386740	NG_003148	
HGNC:23863	CDY19P			386741	NG_003149	
HGNC:23864	CDY20P			386742	NG_003150	
HGNC:23865	CDY21P			386743	NG_003151	
HGNC:23866	CDY22P			386744	NG_003152	
HGNC:23867	CDY23P			386745	NG_003153	
HGNC:38080	CDY24P~withdrawn					
HGNC:1811	CDYL		DKFZP586C1622, CDYL1	9425	NM_004824	
HGNC:23030	CDYL2		FLJ38866	124359	NM_152342	
HGNC:52805	CDYLP1			100132260		
HGNC:1812	CDYP~withdrawn					
HGNC:1813	CEA~withdrawn					
HGNC:1814	CEACAM1	BGP	BGP1, CD66a	634	NM_001712	Immunoglobulin like domain containing|CD molecules|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1815	CEACAM3	CGM1	CD66d	1084	NM_001815	CD molecules|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1816	CEACAM4	CGM7		1089	NM_001817	V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1817	CEACAM5	CEA	CD66e	1048	NM_004363	I-set domain containing|Immunoglobulin like domain containing|CD molecules|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1818	CEACAM6	NCA	CD66c	4680		Immunoglobulin like domain containing|CD molecules|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1819	CEACAM7	CGM2	CEA	1087	NM_006890	Immunoglobulin like domain containing|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1820	CEACAM8	CGM6	CD66b	1088		Immunoglobulin like domain containing|CD molecules|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:31948	CEACAM16		DFNA4B	388551	XM_371177	Deafness associated genes|Immunoglobulin like domain containing|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:31949	CEACAM18			729767		Immunoglobulin like domain containing|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:31951	CEACAM19		CEAL1	56971	NM_020219	V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:24879	CEACAM20		UNQ9366	125931	NM_198444	I-set domain containing|Immunoglobulin like domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:28834	CEACAM21		R29124_1, FLJ13540	90273	NM_033543	Immunoglobulin like domain containing|V-set domain containing|Carcinoembryonic antigen related cell adhesion molecule family
HGNC:38029	CEACAM22P			388550	NR_027754	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1821	CEACAMP1	CGM8		1090	NG_001096	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1824	CEACAMP2	CGM9		1091	NG_001097	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1825	CEACAMP3	CGM10, CEACAM24P		1092	NG_001098	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1826	CEACAMP4	CGM11		1093	NG_001099	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1827	CEACAMP5	CGM12		1085	NG_001094	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1828	CEACAMP6	CGM13		1094	NG_001100	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1829	CEACAMP7	CGM14		1095	NG_001101	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1830	CEACAMP8	CGM15		1096	NG_001102	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1831	CEACAMP9	CGM16		1097	NG_001103	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1822	CEACAMP10	CGM17		1098	NG_001104	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1823	CEACAMP11	CGM18		1086	NG_001095	Carcinoembryonic antigen related cell adhesion molecule family
HGNC:1832	CEAL1~withdrawn					
HGNC:1833	CEBPA	CEBP	C/EBP-alpha	1050	NM_004364	CCAAT/enhancer binding proteins |Basic leucine zipper proteins
HGNC:25710	CEBPA-AS1			80054	NR_026887	
HGNC:1834	CEBPB	TCF5	LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta	1051	NM_005194	CCAAT/enhancer binding proteins |Basic leucine zipper proteins
HGNC:51226	CEBPB-AS1			101927559	NR_125739	
HGNC:1835	CEBPD		CRP3, CELF, C/EBP-delta, NF-IL6-beta	1052	NM_005195	CCAAT/enhancer binding proteins |Basic leucine zipper proteins
HGNC:1836	CEBPE		CRP1	1053	NM_001805	CCAAT/enhancer binding proteins |Basic leucine zipper proteins
HGNC:1837	CEBPG		GPE1BP, IG/EBP-1	1054	NM_001806	CCAAT/enhancer binding proteins |Basic leucine zipper proteins
HGNC:24218	CEBPZ		CBF2, CTF2	10153	NM_005760	CCAAT/enhancer binding proteins 
HGNC:49288	CEBPZOS	CEBPZ-AS1		100505876	NR_037879	
HGNC:1838	CECR					
HGNC:1840	CECR2		KIAA1740	27443	NM_031413	
HGNC:1841	CECR3			27442		
HGNC:1845	CECR7		SAHL1	100130418	NR_015352	
HGNC:1847	CECR9			30847		
HGNC:1848	CEL		BSSL, MODY8	1056		Lipases
HGNC:3308	CELA1	ELA1		1990	NM_001971	
HGNC:24609	CELA2A		ELA2A	63036	NM_033440	
HGNC:29995	CELA2B		RP11-265F14.2, ELA2B	51032	NM_015849	
HGNC:15944	CELA3A	ELA3A	ELA3	10136	NM_005747	
HGNC:15945	CELA3B	ELA3B	CBPP	23436	NM_007352	
HGNC:2549	CELF1	CUGBP1	CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP	10658	NM_006560	RNA binding motif containing
HGNC:2550	CELF2	CUGBP2	Etr-3, NAPOR-2, BRUNOL3	10659		RNA binding motif containing
HGNC:23515	CELF2-AS1	C10orf31	FLJ40494, Em:AC026887.2	414196	XR_109007	
HGNC:44703	CELF2-AS2			439950	NR_046108	
HGNC:11967	CELF3	TNRC4	CAGH4, BRUNOL1, ERDA4, MGC57297	11189	NM_007185	RNA binding motif containing|Trinucleotide repeat containing
HGNC:14015	CELF4	BRUNOL4		56853	NM_020180	RNA binding motif containing
HGNC:14058	CELF5	BRUNOL5		60680	NM_021938	RNA binding motif containing
HGNC:14059	CELF6	BRUNOL6		60677	NM_052840	RNA binding motif containing
HGNC:19378	CELIAC2		CD, GSE			
HGNC:19376	CELIAC3~withdrawn					
HGNC:19377	CELIAC4~withdrawn					
HGNC:1849	CELP	CELL		1057	NM_001808	
HGNC:1850	CELSR1		ME2, HFMI2, FMI2, CDHF9, ADGRC1	9620	NM_014246	CELSR cadherins|Adhesion G protein-coupled receptors, subfamily C
HGNC:3231	CELSR2	EGFL2	KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2	1952	NM_001408	CELSR cadherins|Adhesion G protein-coupled receptors, subfamily C
HGNC:3230	CELSR3	EGFL1	MEGF2, HFMI1, FMI1, CDHF11, ADGRC3	1951	NM_001407	CELSR cadherins|Adhesion G protein-coupled receptors, subfamily C
HGNC:50302	CELSR3-AS1			102724368		
HGNC:29213	CEMIP	KIAA1199	IR2155535, TMEM2L, HYBID	57214	NM_018689	
HGNC:32553	CEMP1		CP-23	752014	NM_001048212	
HGNC:24153	CEND1		FLJ90066, BM88	51286	NM_016564	
HGNC:43674	CEND1P1			122631		
HGNC:43675	CEND1P2			724034		
HGNC:1851	CENPA		CENP-A, CenH3	1058	NM_001809	
HGNC:1852	CENPB			1059	NM_001810	DNA transposon derived genes|Helix-turn-helix CENPB type domain containing
HGNC:28272	CENPBD1		MGC16385	92806	NM_145039	Helix-turn-helix CENPB type domain containing
HGNC:28421	CENPBD1P1			65996	NR_026052	
HGNC:1854	CENPC	CENPC1	CENP-C, hcp-4, MIF2	1060		
HGNC:1853	CENPC~withdrawn					
HGNC:1855	CENPCP1	CENPC, CENPC2, CENPC1P1		1061	NG_003044	
HGNC:1856	CENPE		KIF10, PPP1R61	1062		Protein phosphatase 1 regulatory subunits|Kinesins
HGNC:1857	CENPF		hcp-1	1063	NM_016343	
HGNC:17268	CENPH			64946		
HGNC:3968	CENPI	FSHPRH1	LRPR1, CENP-I, Mis6	2491	NM_006733	
HGNC:39575	CENPIP1			100419337		
HGNC:17272	CENPJ	MCPH6	CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4	55835	NM_018451	
HGNC:29479	CENPK		FKSG14, SOLT, CENP-K	64105	NM_022145	
HGNC:17879	CENPL	C1orf155	dJ383J4.3, FLJ31044	91687	NM_033319	
HGNC:18352	CENPM	C22orf18	Pane1, CENP-M, MGC861	79019	NM_024053	Minor histocompatibility antigens
HGNC:30873	CENPN	C16orf60	FLJ13607, FLJ22660, BM039	55839	NM_018455	
HGNC:28152	CENPO		MGC11266, CENP-O	79172	NM_024322	
HGNC:32933	CENPP		RP11-19J3.3, CENP-P	401541	NM_001012267	
HGNC:21347	CENPQ	C6orf139	FLJ10545, CENP-Q	55166	NM_018132	
HGNC:23163	CENPS	APITD1, MHF1	CENP-S, FAAP16	378708	NM_199294	
HGNC:38843	CENPS-CORT	APITD1-CORT		100526739	NM_198544.3	
HGNC:25787	CENPT	C16orf56	FLJ13111, CENP-T	80152	NM_025082	
HGNC:21348	CENPU	MLF1IP	CENP-U, KLIP1, CENP-50, PBIP1	79682	NM_024629	
HGNC:49889	CENPUP1			100130384		
HGNC:49890	CENPUP2			100419930		
HGNC:29920	CENPV	PRR6	p30, CENP-V	201161	NM_181716	
HGNC:31851	CENPVL1	CENPVP1	PRR6L1	389857	XM_001717451	
HGNC:43879	CENPVL2	CENPVP2		441495		
HGNC:43880	CENPVL3	CENPVP3		347549		
HGNC:21488	CENPW	C6orf173	CUG2	387103		
HGNC:11422	CENPX	STRA13, MHF2	MGC14480, FAAP10, CENP-X	201254	NM_144998	
HGNC:28209	CEP19	C3orf34	MGC14126	84984	NM_032898	
HGNC:12370	CEP41	TSGA14	DKFZp762H1311, FLJ22445, JBTS15	95681	NM_018718	
HGNC:29356	CEP44	KIAA1712		80817	NM_030633	
HGNC:1161	CEP55	C10orf3	FLJ10540, CT111	55165	NM_018131	
HGNC:30794	CEP57		Translokin, TSP57, KIAA0092	9702	NM_014679	
HGNC:21561	CEP57L1	C6orf182	bA487F23.2, MGC21731	285753	NM_173830	
HGNC:23521	CEP57L1P1	C10orf37, C6orf182P		221017	NG_005976	
HGNC:25815	CEP63		FLJ13386	80254	NM_025180	
HGNC:29076	CEP68	KIAA0582		23177	NM_015147	
HGNC:29972	CEP70		BITE, FLJ13036	80321	NM_024491	
HGNC:25547	CEP72		KIAA1519, FLJ10565	55722	NM_018140	
HGNC:25727	CEP76	C18orf9	HsT1705, FLJ12542	79959	NM_024899	
HGNC:25740	CEP78	C9orf81	FLJ12643	84131	XM_095991	
HGNC:17966	CEP83	CCDC41	NY-REN-58, NPHP18	51134	NM_016122	
HGNC:27055	CEP83-AS1	CCDC41-AS1		144486	NR_027035	
HGNC:25309	CEP85	CCDC21	DKFZP434L0117	64793	NM_022778	
HGNC:21638	CEP85L	C6orf204	NY-BR-15, bA57K17.2	387119	NM_001042475	
HGNC:25907	CEP89	CCDC123	FLJ14640	84902	NM_032816	
HGNC:25141	CEP95	CCDC45	DKFZp667E1824	90799	NM_138363	
HGNC:26244	CEP97	LRRIQ2	FLJ23047	79598	NM_024548	
HGNC:24866	CEP104	KIAA0562	GlyBP, RP1-286D6.4, CFAP256, ROC22, JBTS25	9731	NM_014704	Cilia and flagella associated
HGNC:28514	CEP112	CCDC46	MGC33887	201134	NM_145036	
HGNC:26690	CEP120	CCDC100	FLJ36090	153241	NM_153223	
HGNC:29264	CEP126	KIAA1377		57562	NM_020802	
HGNC:20359	CEP128	C14orf61, C14orf145		145508	NM_152446	
HGNC:29511	CEP131	AZI1	AZ1, KIAA1118	22994	NM_014984	
HGNC:29086	CEP135	KIAA0635, CEP4	FLJ13621	9662	NM_025009	
HGNC:29298	CEP152		KIAA0912, SCKL5, MCPH9	22995	NM_014985	
HGNC:21107	CEP162	C6orf84, KIAA1009	QN1	22832	NM_014895	
HGNC:29182	CEP164		KIAA1052, NPHP15	22897	NM_014956	
HGNC:44988	CEP164P1			100289237	NG_032712	
HGNC:28920	CEP170	KIAA0470	KAB, FAM68A	9859	NM_014812	
HGNC:20362	CEP170B	KIAA0284	FAM68C, Cep170R	283638	NM_001112726	
HGNC:28364	CEP170P1	KIAA0470L, CEP170L	MGC26143, FAM68B	645455	NR_003135.2	
HGNC:25515	CEP192		KIAA1569, FLJ10352, PPP1R62	55125	NM_032142	Protein phosphatase 1 regulatory subunits
HGNC:1859	CEP250	CEP2	C-NAP1	11190	NM_007186	
HGNC:29021	CEP290		KIAA0373, FLJ13615, 3H11Ag, rd16, NPHP6, JBTS5, SLSN6, LCA10, MKS4, BBS14, CT87, POC3	80184	NM_025114	Bardet-Biedl syndrome associated|MKS complex
HGNC:29366	CEP295	KIAA1731		85459	NM_033395	
HGNC:44659	CEP295NL	KIAA1731NL	DDC8	100653515		
HGNC:24238	CEP350		KIAA0480, CAP350	9857	NM_014810	
HGNC:1860	CEPA					
HGNC:1861	CEPO~withdrawn					
HGNC:24289	CEPT1			10390	NM_006090	
HGNC:1862	CER1		DAND4	9350	NM_005454	DAN family
HGNC:23723	CERCAM	CEECAM1	GLT25D3, CerCAM	51148	NM_016174	
HGNC:19256	CERK		hCERK, FLJ23239, dA59H18.3, DKFZp434E0211, FLJ21430, KIAA1646, LK4, dA59H18.2	64781	NM_022766	
HGNC:21699	CERKL	RP26		375298		
HGNC:52664	CERNA1		LOC100129973	100129973	NR_102751	Long non-coding RNAs
HGNC:51354	CERNA2		HOST2	642934	NR_134505	Long non-coding RNAs
HGNC:53469	CERNA3		CTA	105375847		Long non-coding RNAs
HGNC:14253	CERS1	LASS1	LAG1, UOG1	10715		CERS class homeoboxes
HGNC:14076	CERS2	LASS2	SP260, FLJ10243	29956	NM_022075	CERS class homeoboxes
HGNC:23752	CERS3	LASS3	MGC27091	204219	NM_178842	CERS class homeoboxes
HGNC:51431	CERS3-AS1			102723320	NR_120374	
HGNC:23747	CERS4	LASS4	FLJ12089, Trh1	79603	NM_024552	CERS class homeoboxes
HGNC:23749	CERS5	LASS5	Trh4, MGC45411, FLJ25304	91012	NM_147190	CERS class homeoboxes
HGNC:23826	CERS6	LASS6		253782	NM_203463	CERS class homeoboxes
HGNC:44485	CERS6-AS1			100861402	NR_045786	
HGNC:1863	CES1		HMSE, CES2, HMSE1, SES1, CEH, CES1A1, CES1A2	1066	NM_001266	Carboxylesterases
HGNC:18546	CES1P1	CES4	PCE-3, CESR, CES1A3	51716	NR_003276	
HGNC:48928	CES1P2			390732		
HGNC:1864	CES2		CE-2, iCE, CES2A1	8824	NM_003869	Carboxylesterases
HGNC:1865	CES3		FLJ21736, ES31	23491	NM_024922	Carboxylesterases
HGNC:26741	CES4A	CES8	FLJ37464	283848	NM_173815	Carboxylesterases
HGNC:26459	CES5A	CES7	FLJ31547, CES4C1, CES5, CAUXIN	221223	NM_145024	Carboxylesterases
HGNC:38516	CES5AP1			649264		
HGNC:1866	CETN1	CETN	CEN1	1068	NM_004066	EF-hand domain containing
HGNC:1867	CETN2	CALT	CEN2	1069	NM_004344	Nucleotide excision repair|Transcription and export complex 2|EF-hand domain containing
HGNC:1868	CETN3		CEN3	1070	NM_004365	EF-hand domain containing
HGNC:35450	CETN4P			729338	NR_024041	
HGNC:1869	CETP		BPIFF	1071	NM_000078	BPI fold containing
HGNC:1870	CF~withdrawn					
HGNC:1871	CFAG~withdrawn					
HGNC:29523	CFAP20	C16orf80	GTL3, fSAP23	29105	NM_013242	Cilia and flagella associated
HGNC:30540	CFAP36	CCDC104	MGC15407, BARTL1	112942	NM_080667	Cilia and flagella associated
HGNC:26684	CFAP43	C10orf79, WDR96	FLJ36006, bA373N18.2, FLJ22944	80217	NM_025145	WD repeat domain containing|Cilia and flagella associated
HGNC:25631	CFAP44	WDR52	FLJ11142	55779	NM_018338	WD repeat domain containing|Cilia and flagella associated
HGNC:41113	CFAP44-AS1	WDR52-AS1				
HGNC:17229	CFAP45	CCDC19	NESG1	25790	NM_012337	Cilia and flagella associated
HGNC:25247	CFAP46	C10orf123, C10orf124, C10orf93, C10orf92, TTC40	DKFZp434A1721, bA288G11.4, bA288G11.5, bB137A17.2, FLJ25954, bB137A17.3	54777	NM_001200049	Tetratricopeptide repeat domain containing|Cilia and flagella associated
HGNC:26708	CFAP47	CXorf59, CXorf22, CXorf30, CHDC2	FLJ36601, RP13-11B7.1, MGC34831	286464	NM_001304548	Cilia and flagella associated
HGNC:16053	CFAP52	WDR16	WDRPUH, FLJ37528	146845	NM_145054	WD repeat domain containing|Cilia and flagella associated
HGNC:26530	CFAP53	CCDC11	FLJ32743	220136	NM_145020	Cilia and flagella associated
HGNC:26456	CFAP54	C12orf63, C12orf55	FLJ31514, FLJ44112	144535	XM_001715090	Cilia and flagella associated
HGNC:26485	CFAP57	WDR65	FLJ32000	149465	NM_152498	WD repeat domain containing|Cilia and flagella associated
HGNC:26676	CFAP58	C10orf80, CCDC147	FLJ35908, bA554P13.1	159686	NM_001008723	Cilia and flagella associated
HGNC:45243	CFAP58-AS1	CCDC147-AS1		100505869		
HGNC:15872	CFAP61	C20orf26	DKFZP434K156, dJ1002M8.3, CaM-IP3	26074	NM_015585	Cilia and flagella associated
HGNC:25325	CFAP65	CCDC108	DKFZp434O0527, MGC35338	255101	NM_194302	Cilia and flagella associated
HGNC:26107	CFAP69	C7orf63	FLJ21062, FAP69	79846	NM_001039706	Cilia and flagella associated
HGNC:30726	CFAP70	TTC18	FLJ25765	118491	NM_145170	Tetratricopeptide repeat domain containing|Cilia and flagella associated
HGNC:37100	CFAP73	CCDC42B	MIA2	387885	NM_001144872	Cilia and flagella associated
HGNC:29368	CFAP74	C1orf222, KIAA1751	FLJ45476	85452		Cilia and flagella associated
HGNC:33776	CFAP77	C9orf171	FLJ46082	389799	NM_207417	Cilia and flagella associated
HGNC:29276	CFAP97	KIAA1430	DKFZp434F1728, hmw	57587	XM_087593	Cilia and flagella associated
HGNC:51180	CFAP99			402160	NM_001193282	Cilia and flagella associated
HGNC:26842	CFAP100	CCDC37	FLJ40083, MIA1	348807	NM_182628	Cilia and flagella associated
HGNC:32325	CFAP126	C1orf192	Flattop, Fltp	257177	NM_001013625	Cilia and flagella associated
HGNC:27843	CFAP157	C9orf117		286207	NM_001012502	Cilia and flagella associated
HGNC:26782	CFAP161	C15orf26	FLJ38615	161502	NM_173528	Cilia and flagella associated
HGNC:21405	CFAP206	C6orf165	FLJ25974, dJ382I10.1	154313	NM_178823	Cilia and flagella associated
HGNC:33720	CFAP221		FAP221, PCDP1	200373		Cilia and flagella associated
HGNC:1037	CFB	BFD, BF	H2-Bf	629	NM_001710	Sushi domain containing|Complement system
HGNC:18292	CFC1	HTX2	CRYPTIC	55997	NM_032545	
HGNC:33983	CFC1B			653275	NM_001079530	
HGNC:2771	CFD	DF, PFD	ADN	1675	NM_001928	Complement system
HGNC:1872	CFD1~withdrawn					
HGNC:1873	CFDP1		BCNT, p97, CP27, SWC5, Yeti, CENP-29	10428	NM_006324	
HGNC:4883	CFH	HF, HF1, HF2	HUS, FHL1, ARMS1, ARMD4	3075	NM_000186	Sushi domain containing|Complement system
HGNC:4888	CFHR1	HFL1, CFHL1, CFHR1P, HFL2, CFHL1P	H36-1, FHR1, CFHL, H36-2	3078	NM_002113	Sushi domain containing|Complement system
HGNC:4889	CFHR1P~withdrawn					
HGNC:4890	CFHR2	HFL3, CFHL2	FHR2	3080	NM_005666	Sushi domain containing|Complement system
HGNC:16980	CFHR3	CFHL3	FHR-3, HLF4, FHR3, DOWN16	10878	NM_021023	Sushi domain containing|Complement system
HGNC:16979	CFHR4	CFHL4	FHR-4, FHR4	10877	NM_006684	Sushi domain containing|Complement system
HGNC:24668	CFHR5	CFHL5	FHR5, FHR-5	81494	NM_030787	Sushi domain containing|Complement system
HGNC:5394	CFI	IF	FI, C3b-INA, KAF	3426	NM_000204	Scavenger receptor cysteine rich domain containing|Complement system
HGNC:1874	CFL1	CFL		1072	NM_005507	
HGNC:28560	CFL1P1	CFLP1	MGC35136	142913	NG_004788	
HGNC:1878	CFL1P2	CFLL2, CFLP2		391039	XR_017560	
HGNC:1879	CFL1P3	CFLL3, CFLP3		100131874		
HGNC:1880	CFL1P4	CFLL4, CFLP4		645980		
HGNC:1877	CFL1P5	CFLL1, CFLP5		1074		
HGNC:34545	CFL1P6	CFLP6		390996		
HGNC:39959	CFL1P7			100505919		
HGNC:39960	CFL1P8			100873812		
HGNC:1875	CFL2		NEM7	1073	NM_138638	
HGNC:1876	CFLAR	CASP8AP1	CASH, Casper, CLARP, FLAME, FLIP, I-FLICE, MRIT, c-FLIP	8837	NM_003879	Endogenous ligands|Death effector domain containing|Death inducing signaling complex 
HGNC:14437	CFLAR-AS1	ALS2CR10		65072	NR_040030	
HGNC:1881	CFM1			10167		
HGNC:1882	CFM2			23727		
HGNC:1883	CFNS~withdrawn					
HGNC:8864	CFP	PFC		5199	NM_002621	Complement system
HGNC:1884	CFTR	CF, ABCC7	MRP7, ABC35, TNR-CFTR, dJ760C5.1, CFTR/MRP	1080	NM_000492	Chloride channels, ATP-gated CFTR|ATP binding cassette subfamily C
HGNC:40144	CFTR-AS1		BGas			Long non-coding RNAs
HGNC:16182	CFTRP1	C20orf189	dJ760C5.1	140871	NG_002787	
HGNC:51351	CFTRP2			107080633		
HGNC:51352	CFTRP3					
HGNC:1885	CGA		HCG, GPHa, GPHA1, FSHA, LHA, TSHA	1081	NM_000735	Endogenous ligands
HGNC:21367	CGAS	C6orf150, MB21D1	cGAS	115004	NM_138441	
HGNC:16721	CGB1			114335	NM_033377	
HGNC:16722	CGB2			114336	NM_033378	
HGNC:1886	CGB3	CGB		1082	NM_000737	Endogenous ligands
HGNC:16452	CGB5		HCG	93659	NM_033043	
HGNC:16451	CGB7		CG-beta-a	94027	NM_033142	
HGNC:16453	CGB8			94115	NM_033183	
HGNC:1887	CGF1					
HGNC:1888	CGGBP1		p20-CGGBP, CGGBP	8545	NM_001008390	
HGNC:1889	CGM1~withdrawn					
HGNC:1899	CGM2~withdrawn					
HGNC:1900	CGM6~withdrawn					
HGNC:1901	CGM7~withdrawn					
HGNC:1902	CGM8~withdrawn					
HGNC:1903	CGM9~withdrawn					
HGNC:1890	CGM10~withdrawn					
HGNC:1891	CGM11~withdrawn					
HGNC:1892	CGM12~withdrawn					
HGNC:1893	CGM13~withdrawn					
HGNC:1894	CGM14~withdrawn					
HGNC:1895	CGM15~withdrawn					
HGNC:1896	CGM16~withdrawn					
HGNC:1897	CGM17~withdrawn					
HGNC:1898	CGM18~withdrawn					
HGNC:17429	CGN		KIAA1319	57530	NM_020770	
HGNC:25931	CGNL1		FLJ14957, JACOP, KIAA1749, PCING	84952	NM_032866	
HGNC:16962	CGREF1		CGR11	10669	NM_006569	EF-hand domain containing
HGNC:15528	CGRRF1		CGR19, RNF197	10668	NM_006568	Ring finger proteins
HGNC:1905	CGS23~withdrawn					
HGNC:1906	CGT~withdrawn					
HGNC:1907	CH25H			9023	NM_003956	Fatty acid hydroxylase domain containing
HGNC:28680	CHAC1		MGC4504	79094	NM_024111	
HGNC:32363	CHAC2		GCG1	494143	NM_001008708	
HGNC:1909	CHAD		SLRR4A	1101	NM_001267	Small leucine rich repeat proteoglycans
HGNC:25165	CHADL		SLRR4B	150356	NM_138481	
HGNC:1910	CHAF1A		CAF1P150, CAF1B, CAF-1, CAF1, P150, MGC71229	10036	NM_005483	
HGNC:1911	CHAF1B		CAF1P60, CAF-1, CAF1, CAF1A, MPP7, MPHOSPH7	8208	NM_005441	WD repeat domain containing
